Date,Strike Price,Maturity (days),Option Type,Premium
2023-09-19,90,30,Call,10.245854775233227
2023-09-20,90,30,Put,0.7584006570545228
2023-09-21,90,30,Put,0.7624745933870258
2023-09-22,90,30,Put,0.8237735903052865
2023-09-25,90,30,Put,0.944090388531535
2023-09-26,90,30,Call,9.274337186419075
2023-09-27,90,30,Call,9.632908500257855
2023-09-28,90,30,Call,9.728460478705287
2023-09-29,90,30,Call,9.222250951009428
2023-10-02,90,30,Call,9.299179274386091
2023-10-03,90,30,Call,9.463485631309027
2023-10-04,90,30,Call,9.109561931040034
2023-10-05,90,30,Call,9.178152425760132
2023-10-06,90,30,Put,0.9953311466883541
2023-10-09,90,30,Put,1.0985482096339858
2023-10-10,90,30,Put,1.0634748875731113
2023-10-11,90,30,Call,9.136357144145052
2023-10-12,90,30,Call,9.586015443066245
2023-10-13,90,30,Put,0.8315074882215132
2023-10-16,90,30,Call,9.465377395599063
2023-10-17,90,30,Call,9.089627246461944
2023-10-18,90,30,Put,0.9745304177836331
2023-10-19,90,30,Put,0.9294562336984242
2023-10-20,90,30,Call,9.742482808961583
2023-10-23,90,30,Call,11.414739427994263
2023-10-24,90,30,Call,11.678223682998095
2023-10-25,90,30,Call,12.20245772458415
2023-10-26,90,30,Call,12.651130651403491
2023-10-27,90,30,Call,12.963452494101134
2023-10-30,90,30,Call,12.822868605679673
2023-10-31,90,30,Call,13.18769028947591
2023-11-01,90,30,Put,0.450171469001015
2023-11-02,90,30,Put,0.46059581194483457
2023-11-03,90,30,Put,0.48339904597000327
2023-11-06,90,30,Call,12.554451429546702
2023-11-07,90,30,Call,13.65481149444085
2023-11-08,90,30,Call,12.777686221930495
2023-11-09,90,30,Put,0.4233941196193154
2023-11-10,90,30,Put,0.4993820756079277
2023-11-13,90,30,Put,0.523028733951941
2023-11-14,90,30,Put,0.4672774766699739
2023-11-15,90,30,Call,12.699938966874043
2023-11-16,90,30,Put,0.5165788364965014
2023-11-17,90,30,Put,0.5542274974757273
2023-11-20,90,30,Call,12.20623335030676
2023-11-21,90,30,Put,0.5552953928460784
2023-11-22,90,30,Call,11.985413033674845
2023-11-23,90,30,Call,12.01339203262593
2023-11-24,90,30,Put,0.5745443136570838
2023-11-27,90,30,Call,12.71699669293912
2023-11-28,90,30,Call,13.021705616384622
2023-11-29,90,30,Call,12.088402690765292
2023-11-30,90,30,Put,0.5196703928906352
2023-12-01,90,30,Call,11.885976712210123
2023-12-04,90,30,Put,0.5081048617503967
2023-12-05,90,30,Put,0.5494854130214133
2023-12-06,90,30,Put,0.5549500848451405
2023-12-07,90,30,Call,12.120143802506945
2023-12-08,90,30,Put,0.4815327839485093
2023-12-11,90,30,Put,0.5429900631406532
2023-12-12,90,30,Call,11.836639232007357
2023-12-13,90,30,Put,0.5867165952029652
2023-12-14,90,30,Put,0.6246397092223681
2023-12-15,90,30,Put,0.5233723166561077
2023-12-18,90,30,Put,0.5015197484696152
2023-12-19,90,30,Put,0.5684415608126425
2023-12-20,90,30,Put,0.5176269805257352
2023-12-21,90,30,Call,13.196315157376574
2023-12-22,90,30,Put,0.37138394784271433
2023-12-25,90,30,Put,0.435432095547883
2023-12-26,90,30,Call,12.761586544398142
2023-12-27,90,30,Put,0.399705268575385
2023-12-28,90,30,Call,13.038912591626485
2023-12-29,90,30,Put,0.4096442496402126
2023-01-02,90,60,Put,1.7132468744682754
2023-01-03,90,60,Put,1.6618224645493065
2023-01-04,90,60,Put,1.674009389939755
2023-01-05,90,60,Put,1.608814851187926
2023-01-06,90,60,Put,1.4650240299269583
2023-01-09,90,60,Put,1.4848114482769539
2023-01-10,90,60,Put,1.5048010242604342
2023-01-11,90,60,Put,1.3634512077669214
2023-01-12,90,60,Put,1.2979051763192295
2023-01-13,90,60,Put,1.3355737762624216
2023-01-16,90,60,Call,13.949656843164703
2023-01-17,90,60,Call,13.755948538287257
2023-01-18,90,60,Put,1.364294477198392
2023-01-19,90,60,Call,13.673161559770719
2023-01-20,90,60,Call,12.869487112239469
2023-01-23,90,60,Put,1.6738589005898028
2023-01-24,90,60,Call,11.946322886364982
2023-01-25,90,60,Call,11.549669005470491
2023-01-26,90,60,Put,1.798235315266787
2023-01-27,90,60,Put,1.8939922893186534
2023-01-30,90,60,Call,10.791217910713797
2023-01-31,90,60,Call,11.36225225775415
2023-02-01,90,60,Put,1.9077239397592187
2023-02-02,90,60,Put,1.8985811034355677
2023-02-03,90,60,Put,2.057698394824371
2023-02-06,90,60,Put,2.1198517752068433
2023-02-07,90,60,Call,10.618544073886653
2023-02-08,90,60,Put,2.242215392991845
2023-02-09,90,60,Put,2.194130626992397
2023-02-10,90,60,Call,10.124497205356505
2023-02-13,90,60,Put,2.3008746461504828
2023-02-14,90,60,Put,2.3756437605731016
2023-02-15,90,60,Call,10.497405566641987
2023-02-16,90,60,Call,10.498248378797584
2023-02-17,90,60,Call,10.112177842524694
2023-02-20,90,60,Call,10.422152604646932
2023-02-21,90,60,Put,2.3166102360161744
2023-02-22,90,60,Put,2.2882648063511724
2023-02-23,90,60,Call,9.363583502656759
2023-02-24,90,60,Put,2.724194604813615
2023-02-27,90,60,Put,2.694074019926987
2023-02-28,90,60,Put,2.5891105497037614
2023-03-01,90,60,Put,2.5635233364283643
2023-03-02,90,60,Put,2.577161725689667
2023-03-03,90,60,Put,2.6164010370399495
2023-03-06,90,60,Put,2.8241649218755924
2023-03-07,90,60,Put,2.9281543769749057
2023-03-08,90,60,Call,8.293955038196387
2023-03-09,90,60,Call,8.649079954351812
2023-03-10,90,60,Call,8.770007232559564
2023-03-13,90,60,Call,8.19135357108594
2023-03-14,90,60,Put,2.9914455098754225
2023-03-15,90,60,Put,3.0478581097702317
2023-03-16,90,60,Call,5.987246810469557
2023-03-17,90,60,Call,8.170847681308253
2023-03-20,90,60,Call,8.514174128771785
2023-03-21,90,60,Put,2.756699295119734
2023-03-22,90,60,Put,2.876562856886281
2023-03-23,90,60,Put,2.9201389844739296
2023-03-24,90,60,Put,2.8686604202100767
2023-03-27,90,60,Call,8.907340636765227
2023-03-28,90,60,Call,8.750147277210644
2023-03-29,90,60,Put,2.8162207881501367
2023-03-30,90,60,Call,8.330916063397495
2023-03-31,90,60,Call,5.96508161482177
2023-04-03,90,60,Put,3.0317015983189286
2023-04-04,90,60,Put,2.8265368091218193
2023-04-05,90,60,Put,2.834755330722139
2023-04-06,90,60,Put,2.688424258534539
2023-04-07,90,60,Put,2.6356150782213454
2023-04-10,90,60,Put,2.7240967588912
2023-04-11,90,60,Put,2.6708287375681543
2023-04-12,90,60,Put,2.459099046061059
2023-04-13,90,60,Call,9.575220827328238
2023-04-14,90,60,Put,2.2588059572609254
2023-04-17,90,60,Call,9.21526852853924
2023-04-18,90,60,Put,2.486464169416262
2023-04-19,90,60,Call,9.545682787442999
2023-04-20,90,60,Put,2.5106108454888307
2023-04-21,90,60,Put,2.4962057073963457
2023-04-24,90,60,Call,8.801004778787458
2023-04-25,90,60,Call,8.732119927985238
2023-04-26,90,60,Call,8.858312436499219
2023-04-27,90,60,Put,2.537799886241082
2023-04-28,90,60,Put,2.606435428687277
2023-05-01,90,60,Call,8.9258845181416
2023-05-02,90,60,Call,8.76087116546681
2023-05-03,90,60,Call,9.078604262648327
2023-05-04,90,60,Call,9.197830831273592
2023-05-05,90,60,Put,2.6784212546911164
2023-05-08,90,60,Call,9.203044095901532
2023-05-09,90,60,Put,2.589278972453272
2023-05-10,90,60,Put,2.4566690939095466
2023-05-11,90,60,Put,2.5485998749621537
2023-05-12,90,60,Call,9.237485171394255
2023-05-15,90,60,Put,2.643216364211195
2023-05-16,90,60,Put,2.850247346027462
2023-05-17,90,60,Call,8.719529924600245
2023-05-18,90,60,Put,2.764749868758276
2023-05-19,90,60,Call,8.820102354290213
2023-05-22,90,60,Put,2.793301335785433
2023-05-23,90,60,Put,3.001014849485532
2023-05-24,90,60,Call,8.149871414372477
2023-05-25,90,60,Put,1.1413752217322823
2023-05-26,90,60,Put,1.2347944854441657
2023-05-29,90,60,Put,1.25268048929669
2023-05-30,90,60,Put,1.2016007906484063
2023-05-31,90,60,Call,8.497965498041879
2023-06-01,90,60,Put,2.873916471137232
2023-06-02,90,60,Call,8.652549826465993
2023-06-05,90,60,Put,2.8423572680051485
2023-06-06,90,60,Call,6.033009087072784
2023-06-07,90,60,Call,6.02913008462788
2023-06-08,90,60,Call,6.056534451571281
2023-06-09,90,60,Put,2.7495018274199126
2023-06-12,90,60,Put,2.774864435768407
2023-06-13,90,60,Put,2.729415102993304
2023-06-14,90,60,Call,8.890500015826952
2023-06-15,90,60,Call,8.502907801572881
2023-06-16,90,60,Call,8.892421693431743
2023-06-19,90,60,Put,2.623459386529859
2023-06-20,90,60,Call,9.438171615861094
2023-06-21,90,60,Call,9.126100983695466
2023-06-22,90,60,Put,2.4435568185097694
2023-06-23,90,60,Put,2.63100434856754
2023-06-26,90,60,Call,9.347245295329067
2023-06-27,90,60,Call,10.139154962693738
2023-06-28,90,60,Call,9.784753529824386
2023-06-29,90,60,Put,2.457099870616915
2023-06-30,90,60,Call,9.62884478285465
2023-07-03,90,60,Put,2.5066814491426683
2023-07-04,90,60,Put,2.7185821802446846
2023-07-05,90,60,Put,2.7066269191673626
2023-07-06,90,60,Call,8.5980456060621
2023-07-07,90,60,Call,8.762380957670622
2023-07-10,90,60,Call,8.460335761304357
2023-07-11,90,60,Put,2.691818842442018
2023-07-12,90,60,Call,8.726796605686623
2023-07-13,90,60,Put,2.8462670848934444
2023-07-14,90,60,Call,8.904023502588338
2023-07-17,90,60,Put,2.903237661233028
2023-07-18,90,60,Put,2.8672369226856027
2023-07-19,90,60,Put,2.676837451561557
2023-07-20,90,60,Put,2.9070503867325037
2023-07-21,90,60,Call,8.553507027582562
2023-07-24,90,60,Call,8.645564235053087
2023-07-25,90,60,Put,2.721794993024151
2023-07-26,90,60,Call,8.504317792544526
2023-07-27,90,60,Put,1.1294149715457173
2023-07-28,90,60,Call,8.252089837273736
2023-07-31,90,60,Call,8.35438292047045
2023-08-01,90,60,Call,8.442062284423947
2023-08-02,90,60,Put,2.8734770822028466
2023-08-03,90,60,Call,8.342622277753307
2023-08-04,90,60,Call,8.424209271499187
2023-08-07,90,60,Put,2.889368270195444
2023-08-08,90,60,Put,2.9941679498787614
2023-08-09,90,60,Call,8.924918490706432
2023-08-10,90,60,Call,9.092956818704366
2023-08-11,90,60,Call,8.692550901375483
2023-08-14,90,60,Call,8.920252300434647
2023-08-15,90,60,Call,8.596524224333926
2023-08-16,90,60,Put,2.7419382062908753
2023-08-17,90,60,Put,2.577732623608753
2023-08-18,90,60,Put,2.6895150931895238
2023-08-21,90,60,Call,9.332592817287988
2023-08-22,90,60,Put,2.4962115585140694
2023-08-23,90,60,Call,9.782275729533538
2023-08-24,90,60,Call,10.484187393839655
2023-08-25,90,60,Call,10.398474058469532
2023-08-28,90,60,Put,2.2658612821452238
2023-08-29,90,60,Call,9.807898879257657
2023-08-30,90,60,Put,2.4816807140553614
2023-08-31,90,60,Call,9.500229582869999
2023-09-01,90,60,Put,2.4425470208014914
2023-09-04,90,60,Put,2.4042604306213207
2023-09-05,90,60,Call,10.036751136283009
2023-09-06,90,60,Put,2.2926911487102792
2023-09-07,90,60,Put,2.1131701408296166
2023-09-08,90,60,Call,10.498628679140921
2023-09-11,90,60,Call,11.550247814525463
2023-09-12,90,60,Call,11.80460772565172
2023-09-13,90,60,Call,11.471539822839304
2023-09-14,90,60,Call,11.061051505866132
2023-09-15,90,60,Put,1.9152118349226832
2023-09-18,90,60,Put,1.9382251970792908
2023-09-19,90,60,Put,1.8582683893628555
2023-09-20,90,60,Call,11.650664530138243
2023-09-21,90,60,Call,11.628067398401413
2023-09-22,90,60,Put,1.9016915114305313
2023-09-25,90,60,Put,2.0715089743195385
2023-09-26,90,60,Call,10.563143516040114
2023-09-27,90,60,Put,2.0203953526217973
2023-09-28,90,60,Call,10.98155914207365
2023-09-29,90,60,Call,10.515120288202915
2023-10-02,90,60,Call,10.586045107749314
2023-10-03,90,60,Put,2.067861777531938
2023-10-04,90,60,Call,10.411194141426868
2023-10-05,90,60,Call,10.474455529588226
2023-10-06,90,60,Call,10.502128831346838
2023-10-09,90,60,Call,10.084737864716281
2023-10-10,90,60,Call,10.222008031640549
2023-10-11,90,60,Call,10.435909255201707
2023-10-12,90,60,Put,2.0334131775227
2023-10-13,90,60,Call,11.262254082802158
2023-10-16,90,60,Call,10.739219526068638
2023-10-17,90,60,Put,2.176989300707646
2023-10-18,90,60,Call,10.591451067348913
2023-10-19,90,60,Call,10.791693735109575
2023-10-20,90,60,Call,10.994472094865301
2023-10-23,90,60,Put,1.5860796858345445
2023-10-24,90,60,Put,1.5306554654709927
2023-10-25,90,60,Call,13.258996936626133
2023-10-26,90,60,Call,13.672763464553654
2023-10-27,90,60,Put,1.2871958740041585
2023-10-30,90,60,Call,13.831263717272535
2023-10-31,90,60,Call,14.16821940089278
2023-11-01,90,60,Call,13.838892330763926
2023-11-02,90,60,Call,13.743443303091183
2023-11-03,90,60,Put,1.368449962560394
2023-11-06,90,60,Put,1.3601195939998583
2023-11-07,90,60,Put,1.1726541031005997
2023-11-08,90,60,Call,13.789556913050333
2023-11-09,90,60,Put,1.2624240963884592
2023-11-10,90,60,Put,1.3958973703895943
2023-11-13,90,60,Put,1.4359524058221211
2023-11-14,90,60,Call,13.683361143668478
2023-11-15,90,60,Call,13.717802196432402
2023-11-16,90,60,Put,1.4250903075556387
2023-11-17,90,60,Put,1.4878558115045983
2023-11-20,90,60,Call,13.26247703927585
2023-11-21,90,60,Put,1.4896143476587618
2023-11-22,90,60,Put,1.4685311585902774
2023-11-23,90,60,Put,1.4630018961711606
2023-11-24,90,60,Put,1.5211164398007035
2023-11-27,90,60,Put,1.3306566039507963
2023-11-28,90,60,Put,1.2771317038971084
2023-11-29,90,60,Put,1.448282123928891
2023-11-30,90,60,Call,13.239292866825679
2023-12-01,90,60,Put,1.488354346829908
2023-12-04,90,60,Call,13.333446303283296
2023-12-05,90,60,Call,13.005682314375719
2023-12-06,90,60,Put,1.4890458453662951
2023-12-07,90,60,Call,13.183132726831317
2023-12-08,90,60,Put,1.3652245861319798
2023-12-11,90,60,Call,13.055504275238704
2023-12-12,90,60,Put,1.498290888018083
2023-12-13,90,60,Put,1.5408510613204172
2023-12-14,90,60,Put,1.6014626345073069
2023-12-15,90,60,Call,13.20958683736805
2023-12-18,90,60,Call,13.387991548282045
2023-12-19,90,60,Call,12.863499998831003
2023-12-20,90,60,Put,1.4268586374485643
2023-12-21,90,60,Call,14.176189907857022
2023-12-22,90,60,Put,1.1661321485101332
2023-12-25,90,60,Call,13.97757998178379
2023-12-26,90,60,Put,1.3226864330709027
2023-12-27,90,60,Put,1.2191227443773833
2023-12-28,90,60,Put,1.2741739133758223
2023-12-29,90,60,Put,1.237398522527668
2023-01-02,90,90,Call,13.058708693681012
2023-01-03,90,90,Put,2.5557080240850745
2023-01-04,90,90,Call,13.2094722849968
2023-01-05,90,90,Put,2.4932062746361154
2023-01-06,90,90,Call,14.079159771190305
2023-01-09,90,90,Put,2.345342128916716
2023-01-10,90,90,Put,2.3693420659073077
2023-01-11,90,90,Call,14.548876673823528
2023-01-12,90,90,Put,2.1175655674661797
2023-01-13,90,90,Put,2.1639898633155
2023-01-16,90,90,Call,14.914625883227515
2023-01-17,90,90,Call,14.729575782477113
2023-01-18,90,90,Put,2.199203142885313
2023-01-19,90,90,Put,2.1724220464449395
2023-01-20,90,90,Call,13.88236808609517
2023-01-23,90,90,Put,2.569844662569892
2023-01-24,90,90,Put,2.634402414566555
2023-01-25,90,90,Put,2.7551890904632295
2023-01-26,90,90,Call,12.744045991978588
2023-01-27,90,90,Call,12.407499264562958
2023-01-30,90,90,Put,3.0039717004380257
2023-01-31,90,90,Put,2.8144146294960315
2023-02-01,90,90,Put,2.8407550860407333
2023-02-02,90,90,Call,12.391819144559811
2023-02-03,90,90,Put,3.011094527471492
2023-02-06,90,90,Put,3.080994440144611
2023-02-07,90,90,Call,11.725189093623804
2023-02-08,90,90,Put,3.217512436597847
2023-02-09,90,90,Call,11.457609291232835
2023-02-10,90,90,Put,3.2441725254613587
2023-02-13,90,90,Put,3.282469209212856
2023-02-14,90,90,Put,3.3648322846036223
2023-02-15,90,90,Call,11.608700941832069
2023-02-16,90,90,Call,11.609511587173785
2023-02-17,90,90,Call,11.237882792481763
2023-02-20,90,90,Put,3.1342775736236064
2023-02-21,90,90,Call,11.108759768837452
2023-02-22,90,90,Put,3.268531295104399
2023-02-23,90,90,Put,3.5464399532038122
2023-02-24,90,90,Call,10.075594666300624
2023-02-27,90,90,Put,3.710655740513168
2023-02-28,90,90,Put,3.597497098669372
2023-03-01,90,90,Put,3.5697924022683587
2023-03-02,90,90,Put,3.5845654195827095
2023-03-03,90,90,Put,3.6269935145489853
2023-03-06,90,90,Call,9.847645096069073
2023-03-07,90,90,Put,3.9603583254799126
2023-03-08,90,90,Call,9.477346587405712
2023-03-09,90,90,Call,9.822842626508418
2023-03-10,90,90,Put,3.806000971811951
2023-03-13,90,90,Put,4.08197950466748
2023-03-14,90,90,Put,4.027289614329462
2023-03-15,90,90,Call,9.368016028284337
2023-03-16,90,90,Put,1.6869445681534465
2023-03-17,90,90,Call,9.35734979647868
2023-03-20,90,90,Put,3.9250474756078795
2023-03-21,90,90,Call,10.000493943514407
2023-03-22,90,90,Put,3.9056218211022404
2023-03-23,90,90,Put,3.951864928162216
2023-03-24,90,90,Call,9.74899928764387
2023-03-27,90,90,Call,10.073535274257964
2023-03-28,90,90,Put,3.815080796100233
2023-03-29,90,90,Call,9.865435447347842
2023-03-30,90,90,Put,4.013184533262336
2023-03-31,90,90,Call,6.631454015035217
2023-04-03,90,90,Call,9.401342968436786
2023-04-04,90,90,Put,3.852389166629319
2023-04-05,90,90,Put,3.861145282774732
2023-04-06,90,90,Put,3.7045844910257806
2023-04-07,90,90,Call,10.28528995833436
2023-04-10,90,90,Call,10.075822201300006
2023-04-11,90,90,Put,3.685662215116146
2023-04-12,90,90,Put,3.456216560064881
2023-04-13,90,90,Call,10.719920111519087
2023-04-14,90,90,Call,11.27089755451884
2023-04-17,90,90,Call,10.371876339668553
2023-04-18,90,90,Put,3.4860607614897248
2023-04-19,90,90,Put,3.4711484106619963
2023-04-20,90,90,Put,3.512346746734508
2023-04-21,90,90,Call,10.631230843473261
2023-04-24,90,90,Put,3.7918823524059952
2023-04-25,90,90,Call,9.903498727831717
2023-04-26,90,90,Put,3.765949668153155
2023-04-27,90,90,Call,10.525882033186036
2023-04-28,90,90,Call,10.356040601476138
2023-05-01,90,90,Call,10.091518640484573
2023-05-02,90,90,Put,3.8101745962473252
2023-05-03,90,90,Put,3.668268166045216
2023-05-04,90,90,Put,3.6166909590399925
2023-05-05,90,90,Call,10.183016977103335
2023-05-08,90,90,Call,10.360043484856334
2023-05-09,90,90,Call,10.39803929368506
2023-05-10,90,90,Call,10.73312957142302
2023-05-11,90,90,Call,10.498831434530913
2023-05-12,90,90,Put,3.5997320854127395
2023-05-15,90,90,Call,10.26699830812128
2023-05-16,90,90,Put,3.8776390713317355
2023-05-17,90,90,Put,3.8291313139522245
2023-05-18,90,90,Call,9.982042043840423
2023-05-19,90,90,Put,3.7832160168565814
2023-05-22,90,90,Put,3.8169357093287672
2023-05-23,90,90,Call,9.465184234593693
2023-05-24,90,90,Put,4.102714146742166
